89,dog,c e n,ʔ i ɴ,ʃ u n,ʃ u n,aː s u,b e k e u,a s u,a c o h,k u k u r,k iː,k u ʧ ɛ,g o s,w a c u,-,p ɛ s,h u n,kʰ w a ŋ ₃₃,h ɔ n t,h ɔ n t,qʰ w a ₂₂,d ɒ g,qʰ w a ₂₂,ʃ i # ɛ̃,h ʊ n t,qʰ w a ŋ ₂₂,s c i l o s,s c i l o̞ s,ʨ i ɴ m e,i d u ʔ,ʔ iː l i o,k ʊ tː aː,u d o k,h ʏ n t ʏ r,k a n e,qʰ õ ₂₂,kʰ w ɑ̃ ₃₃,æː m p,i ɴ,aː m p,æː m p,oɔ m p,i n u,i n u,æː m p,ɔː m p,w aː i,a s u,æː m p,k u t ɾ a,kʰ w a ŋ ₃₃,a l i k a,oɔ m p,i n,ʔ o j,ɬ eː ʧ ãː ʔ i,a s u,aː m p,aː m p,h ʉ n,æː m p,e n o,k u k u r ɔ,b i l i s,oɔ m p,pʲ ɛ s,k ɐ̃uː,k ɐ̃uː,k ɨ j n e,pʲ o s,i n u,-,ʔ i ɴ,k o s o ŋ,p e r o,h ɵ n d,aː p,æː m p,a s u,a t u,æː m p,a b ʔ u,k o k o ʔ,qʰ w a ŋ ₃₃,k ø p e k,i n u,æː m p,k ʊ t̪ ɑ,æː m p,-,æː m p,-,d a h u,kʰ w a ₃₃
88,wind,e r,x a z e,-,kʰ ɑ m i,d o d o s,p uː gʰ uː,ŋ o j u,b i u,h a w a,aː v ɛ l,vʲ a t ə r,ai j r ə,f e l i,-,v iː t r̩,v e n,p j ɛ̃ ₃₅,ʋ ɪ n t,w ɪ n t,ʨ y j ₅₅,w ɪ n d,ʦ w ɛ ₂₄,v ɑ̃,v ɪ n t,ʨ w e n ₅₅,a n e m o s,a ʝ e̞ r a s,k a z e,d u r u s,m a k a n i,-,r i b u t,v ɪ n t ʏ r,v ɛ n t o,ʨ y j ₅₅,p i ₅₅,w ɔː t,k ai z e,w ɔː t,w oː t,w uo t,k a z e,k a z e,w aː t,-,a n i,s o a ŋ i n,w aː t,w a ɾ a,p j e n ₅₅,-,w uo t,k a ʤ i,ʔ a ŋ i n,n i ɬ ʧˀ i,a ŋ i,w ɔː t,w oː t,ʋ i n,w aː t,k a z e,b ɔ t a s ɔ,e o l t,w oː t,vʲ a t r,v ẽ t u,v ẽ t u,v ɨ n t,vʲ e tʲ ɪ r,k a z e,w ɔː t,k a ʤ i,s o b a k,b j e n t o,b l oː s a,w ɔː t,w ɔː t,a n i n,f a r i,w ɔː t,p o é p e,w a h e o,ʨ w e n ₅₅,r y z g aː r,k a z e,w oː t,h ə w ɑ,w aː t,w aː t,w aː t,w aː t,k a v e a,p i ₃₅
88,who,k,θ a r u,-,o v,a s i,h eː,i # s e m a,k a ʔ e h,k e,p i v,k o j,k i,c i m a,h a i,ɡ d o,v ɛ m,a ₅₅ m a ₃₃ t j ɯ ₃₁,ʋ iː,w i,a ₅₅ t o ₂₁,h uː,a ₄₃ t o ₂₁,k i,v eːɐ̯,a ₂₂ m a ₅₅ b u ₂₂ ɲ ǝ n ₂₄,o p io s,p ç o̞ s,d a r e,s i n t a j,w a i,k ɔː n,s a p a,xʷ ɛː r,k i,a ₅₅ m a ₅₅,ɑ ₅₅ n ɑ̃ ₄₄ j e n ₂₁,k o j aː ɣ ə,d aiː,χ o j,χ o j ə,q o n,d a r e,d a r e,-,q a n q a,a u,i n t a i n,-,k o ɳ,a ₅₅ t o ₃₃,i z a j,q a ŋ q æ,t a r u,ʔ a c aː,h ay i,h a,χ o j,χ ɔː ŋ χ æ,ʋ e m,χ o j,d a r e,k a h a,t e cʰ a ŋ,q ɔ n,k t ɔ,k ɐ̃ j,k ɐ̃ ĩ,ʧ i n e,k t o,d a r e,χ o j,t aː,o s i,k j e n,v e m,χ o j,q ɔ n,s e,t i m a,k o j aː ɣ ɨː,s i a,u nʲ a,a ₂₁ d o ₃₅,k i m,d a r e,χ o j ə,k ɔ n,k ɔː j ɨː,-,k ɔː j ɨː,-,l a h a e,a ₅₅ ɲ i ₂₁
88,what,ʧ,n uː,-,i n ʧʰ,o n u h,h o a,n u n j aː,nʲ o n,k i,p e t ʁ a,k a k v ɔ,k ɛ,u m a ʔ a n,h a f a,ʦ o,v a,ɚ ₅₅ x ɚ ₄₂,ʋ ɑ t,w ɑ t,a ₅₅ x a ₄₂,w ɒ t,a ₅₅ χ a ₅₅,k ə,v a s,a ₅₅ qʰ a ₅₅,t i,t i,a n i,h i n t a j,a h a,k j aː,n a m a,xʷ aː ð,k e,a ₅₅ x ã ₄₂,ɑ ₅₅ x a n ₃₁,m e w ə ɬ iː,n aiː,m u j,m e t oː j ə,n æ r,n a n i,n a n i,-,m æ r,d i a d a,a i s a n a,-,k a j,a ₅₅ s e ₅₅,i n o n a,m æ n ə r,n au,ʔ a n oː,h a ʔ ay tˀ iː ʃ,h a d i a,m u j,m a n ə r,ʋ ɑː,m a l aː,n a n i,k ɔɔ ɳ ɔ,ŋ a r a ŋ,m æ n ə r,ʦ ɔ,k ə,k ɨ,ʧ e,ʃ t o,n a n i,m u j,n uː,o n i,k e,v ɑː d,m u j,ɲ æ r,s a,n u m a,m e ɣʷ ə ɬ iː,c u m a,nʲ a m a,a ₅₅ h a ŋ ₂₁,n e,n a n i,m e t oː j ə,k j ɑ,m œ ɣ ə ʎ iː,-,m œ ɣ ə ʎ iː,-,o h a e,x a ₃₁ l e ₃₁
88,we,n,w a x j a,m ɛ n kʰ,m ɛ n kʰ,i h i,gʰ a m a m,k a m i,k a m e h,h ə m s ə b,n iː,n iɛ,n u z a l t r ə s,k a m i,h a m i,m ɪ,v i,ɲ ã ₅₅,ʋ ɛɪ,w ɛi,ŋ w i ₅₅,w iː,w i ₂₄ ʦ ɿ ₂₁,n u,v iːɐ̯,ŋ a ₄₂ x õ ₂₂,e m i s,e̞ m i s,w a r e ɴ i s a,k a m i,m aː k o u,ɦ ə m,k a m i,v ɪː ð,n oi,m i ₅₅,ŋ ɑ ₅₅,m e ŋ,oi d o ɴ,m u ŋ,m o ŋ,m ɔ n,w a t e r a,a s i r aː,-,m a n,-,i k a m,-,a mʰ iː,ŋ a ₅₅ x o ₃₃,i z a h a j,m a n,b a n t iː,k a m o j,n i h i,j a ʔ a g a,m o ŋ,m a n,ʋ iː,m uː ŋ,o r a r a,a m e,k e m a m,m a n,m ɨ,n ɔ ʃ,n ɔ ʃ,n o j,m ɨ,o r a ʨ i,m o ŋ,w a tː aː,k a i s,n o s o t ɾ o s,v iː,m u ŋ,m æ ŋ,a m i,j a m i n,m e ŋ,a m i a,k a m i ʔ,w e ₅₅,b,w a t a s i t a ʨ i,m o ŋ,h ə m,m e ŋ,-,m e ŋ,-,i n s a i d i,ɲ a ₅₅
88,thou,t,ʔʲ a,d u,d u,u h u,n o,s i k o,n o h,-,t eː,t i,t u,k i s u,h a g u,t ɪ,d u,n õ ₃₁,j ɛɪ,j ə,n o ₄₂,ð aʊ,n o ₄₃,t y,d uː,n a ₄₂,e s i,e̞ s i,o m i,k a w u,ʔ o e,t uː,d i ʔ,θ uː,t u,n o ₄₂,n o w ₃₁,n œ ŋ,w aiː,n a ŋ,n o ŋ,n æɨ ɣ,a ɴ t a,o ɴ s i,-,n æi,g a,i k o,-,t uː,n e n ₄₂,h i a n a o,n æu,vː a,k a h̃ eː,n i,j a ʔ u g õ,n o ŋ,n a ŋ,d ʉː,n æ ŋ,o m ae,a p ɔ ɳ ɔ n k ɔ,k a u,n æɨ,t ɨ,t u,t u,t u,t ɨ,ɴ n a,n a ŋ,ʔʲ aː,m uː,u s t e ð,d ʉ,n a ŋ,n əu,o,i h u,n œ ŋ,s u u,k o ʔ,n ɔ ₂₁,s e n,a n a t a,n o ŋ,t̪ u,n œ ŋ,-,n œ ŋ,-,i h i t u,n o ₃₁
88,stand,k ə m b,θ a ʨː u r i,k ɑ n g n ɛ l,k ɑ n g n ɛ l,-,p i t o,k a r o,m i tː i n,ʈʰ a r h # h aeə b,-,s t ɔ j ə,ə ʃ ə k a,t u m i r e ŋ,t o h g e,s t aː t,s d̥ʰ ɔ,t͡ʂ ɯ ₂₁,s t aː n,s t a n,ʥ õ ₂₂,s t æ n d,d j ɯ ₄₃,ɛ t ʀ,ʃ t eːə n,j i ₂₁,s t e k o m e,s t e̞ k o̞ m e̞,t a tː e,t u m i n d u g,k uː,kʰ a ɽ aː,d i r i,s t a n t a,s t a r e # i m # p j ɛ d i,d j õ ₂₂,ʦ ɯ ₃₁,ɬ j oː ɬ j,t a ʨː o,ɬ ɔː ɬ j,t j oː t j,t u ɲ sʲ i,t a tː e r u,t a t e tː j uː,θ aː θ,t o ɲ sʲ i,i d a r a,k a d e ŋ,ɬ aː ɬ j,u bʰ ə # ɾ a ɦ n e,z i ₄₂,m i t s a ŋ a n a,t u ɲ sʲ i,t a k iː,nʲ e n a n,s i z ĩ́,m a o s o,t ɔː t j,ʎ uː ʎ i,s t oː,-,t a ʨː o r u,u bʱ a,d e cʰ o r,t u ɲ sʲ i,s t a ʨ,-,p o ɾ s e # d ɨ # p ɛ,s t a,s t ɐ j a tʲ,t a tː o r u,t ɔː t j,t a ʦː oː n,m o j u g,e s t a ɾ # d e # p j e,s t oː,l ɔː j,t o ɲ sʲ,h a r i k,i l h i l h i,ɬ j ɔː ɬ j,e a c ʉ,t e g e,j i ₄₂ kʰ ɯ ₃₃,d u r,t a tː e r u,t j oː t j,kʰ ə ɽ e # h o n ə,l aː ʎ,-,j aː ʎ,j aː ʎ,n o e r e,ʦ ɯ ₃₁
88,kill,v r,x u sː u r i,s p ɑ n ɛ l,s p ɑ n ɛ l,-,v e n u a,p a t e,p ə l ə tː ə h,m a r ə b,l aː z ã,u b i v ə m,m ə t a,t a p a ʔ,-,z a b iː j ɛ t,d ʁ ɛː b ə,ɕʰ a ₄₄,d oː d ə,s l ɑ χ t ə n,ɕ o ₄₄,k ɪ l,x a ₅₅,t ɥ e,t øː t n̩,χ a ₂₄,s k o t o n o,s k o̞ t o̞ n o̞,k o r o s u,m a t j u n,p e p e h i aː m a k e,m aː r n aː,b u n o h,t r ɛː p a,a mː a tː s a r e,ɕ a ₅₅,ɕ ɑ ₄₄,w æ ɬ,u kː o r o s,w eː ɬ,w eː t,æ l i,k o r o s u,k o r o s u,w æ θ,æ l i,m a i m a i,b u n o ʔ,w æ ɬ,ʈ a k ɳ e,ɕ a ₄₄,m a m o n o,æ l i,k u r u s ɨ,m u n uː k,ʔ iː ɣ e,b u n u,w eː t,a l i,d ɾ eː p ə,w eː l,k o r o s u,m a r,m e l é b,æ l i,z a b i j a ʨ,m ɐ t a r,m ɐ t a ɾ,u ʧ i d e,u bʲ i tʲ,k o r o s u,w eː t,k u r u ɕ u ɴ,ŋ a b u s,m a t a ɾ,d r ɛː p a,w eː l,æ l æ n t,-,k m a j # p a c a j,w æ ɬ,p o h,p a k a t e ʔ,ɕ ɔ ₄₂,ø l d y r,k o r o s u,w eː t,m ɑ ɾ n ə,w eː l,-,w eː l,-,f o p o ŋ k o,ɕ a ₄₄
88,i,u n ə,w a ɴ,j ɛ s,j ɛ s,o u,n a,a k u,a kː o h,m ẽ,m eː,a s,ʒ ɔ,k a k o,g u a h u,j aː,j ɑ j,ŋ õ ₃₁,ɪ k,ɪ k,ŋ o ₄₂,aɪ,ɴ o ₄₃,ʒ ə,ɪ ç,ŋ a ₄₂,e ɣ o,e̞ ɣ o̞,w a r e,a k u,a u,m ɛ̃ː,a k u,j ɛ ɣ,io,õ ₄₂,w õ ₃₁,m æː,oiː,m aː,m æ n,ɔ m,w a t e,a s i,-,a m,i a,i a k,-,m iː,ŋ o ₄₂,i z,æ m,b a n,-,ʃ i,j a ʔ o,m aː,a m,j æ j,m æː,o r a,m ũ,ŋ a k,ɔ m,j a,e w,eu,j o,j a,o r e,m aː,w a ɴ,a k u,ʝ o,j ɑː ɡ,m aː,æ m,h a u,j a k u,m æː,a o,a p,ŋ ɔ ₂₁,b e n,w a t a s i,m æː n,m ɛ̃,m æː,-,m æː,-,i n o d i,ŋ o ₃₁
88,belly,b a r k,w a θ a,-,-,t i a g n,k o b i,k o m p o,t i j a n,p e ʈ,k oː f,k o r ɛ m,p a n ʃ ə,t i a l,t u j a n,b r ɪ x o,b̥ u,f o ₄₄,b œy k,b œy k,x u ₄₄ qʰ o ₂₂,b ɛ l ɪ,f o ₂₄,v ɑ̃ t ʀ,b au x,ʐ i ₂₁,c i ʎ a,c i ʎ a,h a r a,t i j a n,ʔ oː p uː,p eː ʈ,p e r u t,kʰ v ɪː ð ʏ r,v ɛ n t r e,ʐ ɚ ₄₂,f ɤ ₄₄,k o n,h a r a,χ o ɳ,χ o n,-,h a r a,h a r a,k o ɳ,-,a m a r a,b a t a ŋ,k o n,p o ʈ,p ɯ ₄₄,k i b o,s ɔ r,b a t a,l a k e ʔ,b i d,t a l u,χ o n,s o r ɨ ɣ,b ʉː k,χ o n,ɸ a r a,p e ʈ ɔ,d i i l,s o r i,b ʒ u x,b ɐ ʀ i g ɐ,b ɐ ʁ i ɣ ɐ,p ə n t e ʦ e,ʒ ɨ v o t,h a r a,χ o n,w a t a,t a i n,b a r i ɣ a,b ʉː k,χ o ɳ,-,k a b u n,t i a z,k o ɳ,b ʉ e o,n a i ʔ,f ɚ ₄₂,k a r n,o n a k a,p oː r ə χ,p e ʈ,k o ɳ,k o ɳ,k o ɳ,k o ɳ,t a gʰ i,f ɤ ₄₄
87,woman,g r u,o n a g u,k i n,k i n,l i w u n,m oː n o,w e ʔ a,d i c u,i s t r ə g ə n,m ɔ w ɛ s,ʒ ɛ n a,d ɔ n ə,f a f a h i j a n,-,ʒ ɛ n a,g̥ʰ v e n ə,j ũ ₃₃ l ã ₄₂,v r ɑu ʋ,v r ɑu,ɲ y j ₂₂ ʦ i ₂₂,w ʊ m ə n,-,f a m,f r au,-,ʝ i n e k a,ʝ i n e̞ k a,o ɴ n a g o,b a b a j i,w a h i n e,ɔː r ə t,i n d u ʔ,kʰ ɔː n a,d ɔ nː a,ɲ u ₂₂ ɲ i ₂₁ ʦ i ₂₂,j ɤ̃ ₃₃ j e n ₂₁ j e n ₂₁,n eː,o n a g o,n ɛː,n eː ŋ,n eː,o n a ŋ o,o n a g o,n iː,-,-,b a b a i ʔ i ŋ é,n eː,s t r iː,ɲ õ ₃₃ ɲ ĩ ₂₁,v a v j,n eː,m i d u m,b i n a j,ʔ a s ʣ ay n i,a l a w e,n eː,n eː,k ʋ i n ə,n iː ŋ,nʲ oː b a,m ai k i n ia,b a b i l,n eː,k ɔ bʲ ɛ t a,m u ʎ ɛ r,m u ʎ ɛ ɾ,f e m e j e,ʒ ɛ n ʃːʲ ɪ n ə,o ɴ n a,n eː,w i n a g u,d a j u ŋ,m u x e ɾ,d ɑː m,n eː,n iː,f e tː o,-,n eː,m a m e s p i ŋ i,w a w e ʔ,j e n ₃₅ h o ŋ ₅₅ m o ₃₃,k a d ɯ n,o ɴ n a,n eː ŋ,ʔ ɔ ɾ ə t̪,n iː,n iː,n iː,n iː,r o b i n e,ɲ ɤ ₃₃
87,that,a i,ʔ a r ɨ,ɑɪ̯ n,ɑɪ̯ n,i n o,n a b o,s e t u,t u h,o,ã n s e,ɔ n z i,ə k ɛ ʎ,k u r a,e n a o,t a m t o,d ɛ n,n a ₅₅,d iː,d i,a ₅₅ p o ₂₁,ð æ t,v ɯ ₄₃,s ə l a,j eː n ɐ,t w a ₅₅ ɣ ǝ ₂₁,e c i n o,p u,o r e,t i d a,k eː l aː,v ə,nʲ a ʔ,s auː,k w e lː o,t õ ₅₅,l o ₅₅,-,aiː,t o m,t o m,t ɔ t,a r e,a r e,-,t a,n e,i n d i n,-,t o,p u ₃₃ ʦ o ŋ ₂₁,a n j,t a,k a r i,nʲ uː,ʔ e iː,d a ʔ õ,t o m,t a,d eː,t a m,a r e,s ei ʈ a,s é i,t æ,t a m t ɔ,ɐ k e l ə,-,a ʧ e l,t o,a r e,t o m,ʔ a r i,i n u,e s e,d ɛ n ə,t u m,t a,n i a,h u j a,t o m,i c ʔ o,a n e h,b o ₂₁,o n,a r e,t o m,w oʰ,t oː m,-,t oː m,-,a i t u,n a ₅₅ w i ₃₃
87,neck,c a f,k u b i,v i z,v i z,t i g o r u,k o k o r o m o,t a ŋ g u d e,b i t o ʔ,g ə r d ai n,g uː z u k,v r a t,k ɔ ʎ,l i ʕ e r,-,k r̩ k,h a l s,ɚ ₄₄ m j ɚ ₄₂,n ɛ k,n ɛ k,q o ₄₂ t ɛ ₄₄ m e ₄₂,n ɛ k,q o ₄₃ t æ ₅₅,k u,n a k n̩,q o ŋ ₅₅ n o ŋ ₄₂,-,a f ç e̞ n a s,k u b i,l i ʔ u g,ʔ aː ʔ iː,g ə l aː,r e k o ŋ,h au l s,k o lː o,q o ₄₂ t e ₃₃ m e ₄₂,k ɤ ₄₂ m i ₄₂ ʦ ɿ ₃₃,s æː p ə ɬ,k ui,s aː p ə ɬ,-,s o p l o,k u b i,k u b i,s æː p ə θ,-,k u s a n i,k a l o ŋ,s æː p ə ɬ,m a n,k ɤ ₄₂ t ɛ ₅₅,v o z o n a,ʃ i p l u,n u d u f u ʣ ɨ,b u l oː ŋ,kˀ o s,b a g i,s aː p ə t,s i p l u,h ɑ l s,s æː p ə l,k u b i,b e k ɔ,cʰ i k l,ʃ i p l u,ʃ ɨ j a,k ɔ l u,p ɨ ʃ k o s u,g ɨ t,ʃ e j ə,k u b i,s aː p ə t,k u b i,t u ŋ o e,k w e ʎ o,h a l s,s aː p ə l,-,k a k o r o k,b u q t u r,s æː p ə ɬ,s ʉ́ n ʉ,l o h o ŋ,q o ŋ ₂₁ m o ₂₁,b o j n,k u b i,s æː p ə t,ɡ ə ɾ d̪ ə n,s æː w ə l,-,s æː w ə l,s æː w ə l,w u gʰ u,p o ₃₅ ʦ ɿ ₃₃ k u ₃₅
87,breast,ɟ i r,m u n ɨ,k u ɾ ʦ kʰ,k u ɾ ʦ kʰ,d u d u,s u,s u s u,i t e ʔ,c u c i,-,ɡ r ɤ t,-,c u c u,s u s u,p r̩ s a,b ʁ œ s d,p a ₄₂,b ɔ r s t,-,p a ₄₂,b r ɛ s t,p a ₂₁,t e t ɔ̃,b r ʊ s t,b a ₂₁,s t i θ o s,s t i θ o̞ s,m u n e,s u s u,uː,ʧ aː t iː,t u s u,b̥ r j ou s d̥,t e tː a,p a ₄₂,p ɑ ₄₂,m æ w ə ɬ,m ui n e,m eː w ə ɬ,m eː ɣ ə t,m ɔu l,m u n e,m u n e,m æ ɣʷ ə θ,m aɨ l,h a m a,s u s u,m æ ɣʷ ə ɬ,-,n o ŋ ₃₃,n o n o,m aɨ l,mː i f u ʦ ɨ,d a d a ʔ,b e ʔ,s u s u,m eː w ə t,m a ɣ ɨ l,b ɾ y s t,m eː w ə l,ɴ n e,d u d,t u t,m a ɣ ɨ l,pʲ ɛ r ɕ,s ɐ j u,-,s ɨ n,ɡ r u tʲ,m u n e,m eː ɣ ə t,ɴ n i,-,p e ʧ o,b r ø s t,m eː w ə l,m əu l,s u s u n,t u t u,m æ ɣʷ ə ɬ,n u n ʔ u,t o s o q,b o ₄₂,m e m e,m u n e,m eː ɣ ə t,p ɪ s t ɑ n,m œː ɣ ə l,m œ ɣ ə ɬ,m œː ɣ ə l,m œː ɣ ə l,t i t i,p a ₄₂
87,blood,ɟ a k r,ʨ i,ɑ ɾ ɪu n,ɑ ɾ ɪ̯u n,r aː h,ŋ a t s i,d aː,s ə m a,s o n i t,g w aː t,k r ɤ f,s a ŋ,r e m e s,-,k r ɛ f,b̥ l o ð,sʰ w a ₄₄,b l uː t,b l u t,s w a ₄₄,b l ʌ d,s w a ₅₅,s ɑ̃,b l uː t,s w a ₂₄,e m a,e̞ m a,ʨ i,d u g u ʔ,k o k o,-,d a r a h,p l ouː θ,s a n g w e,s w a ₅₅,s w ɑ ₄₄,w e r,ʨ iː,k a ɬ iː,w e r,w ɨ r,ʨ iː,t i,-,œː r,l a l a,d a r a ʔ,-,ɾ ə k t ə,s w a ₄₄,r a,w yi r,a k a ʦ ɨ,d a l aː k,d i ɬ,d o,k a t ə,k eː l p,b l uː,w uː r,ʨ i,r ɔ k t ɔ,r a s e cʰ,w yɨ r,k r ɛ f,s ɐ̃ g ə,s ɐ̃ ɣ ɨ,s ɨ n ʤ e,k r o fʲ,ʨ i,k a t ə,ʨ iː,d o j a,s a ŋ ɡ ɾ e,b l uː d,w u r,uː r,r aː n,t a l h u m,w e r,h m u e u,r a h a ʔ,s w ɔ ₄₂,k a n,ʨ i,w e r,χ u n,w e r,-,w e r,-,r e a,s w a ₄₄
86,swim,n o t o,ʔ w ɨː g u r i,l o ʁ ɑ l,l o ʁ ɑ l,-,s uː,n a ŋ u,p ə l o ŋ o j,h e l ə b,n ø j a l,p l u v ə m,n ə ð a,m i l a ŋ u j,n a ŋ u nʲ a ŋ u,p l a v a t,s v œ m ə,s e ₃₃ p e ₂₁,z ʋ ɛ m ə,z w ɛ m ə n,ɕ y j ₂₂ q u ₅₅,s w ɪ m,s ɛ ₂₄ ɕ y j ₂₂,n a ʒ e,ʃ v ɪ m ə n,ɕ i ₂₂ q o ŋ ₅₅,k o l i m b o,k o̞ l i m b o̞,o j o g u,l u m a ŋ u j,ʔ a u,t ɛː r n aː,n j e m e r a i,s y n t a,n w o t a r e,ɕ y j ₂₂ l u ₂₁,s e ₃₃ p e ₂₁,-,o j o,w ɵː s j,uː t j,w u j i,o j o ŋ u,o j o g u,-,-,r o l o r o l o,a r a n a n a ŋ,-,p o ɦ ɳ e,ʦʰ ɛ ₃₁ ɕ u ₃₃ s i ₅₅,m i l o m a n o,u j i,uː ʣ ɨ,n a ŋ o j,ʔ a ɬ k õː h,m o l a ŋ i,uː s j,u j i,s ʋ œ m ə,oː s j,o j o ŋ u,p ɔ h ɔ̃ r,m e ŋ e d u b,w u j i,p w ɨ v a ʨ,n ɐ d a r,n ɐ d a ɾ,ɨ n o t a,p l ɨ tʲ,o j o g u,uː s j,ʔ w iː z u ɴ,n a ŋ u j,n a ð a ɾ,s i mː a,uː s j,u j æ n t,n a n i,m r a u z,ɲ a r ə ɣ,e u h u ŋ z u,k a r a ŋ o j,f ɤ ₃₅ ɕ y j ₃₃,j y z,o j o ŋ u,uː t j,t̪ ɛ ɾ n ə,ɔː t j,-,ɲ oː r ə ɣ,-,l e n i,s e ₃₃ ʦʰ i ₅₅ kʰ o w ₅₅
86,snake,ɟ a r p ə r,n a g a m u ɴ,o ʦʰ,o ʦʰ,u l a g n,k o r u,u l e,l i p ə h,s ã p,n aɛ r,z m i j a,s e ɾ p,u n e r,-,ɦ a t,s l ɑ ŋ ə,kʰ o ₃₃,s l ɑ ŋ,s l ɑ ŋ,ʦʰ ɛ ₂₂,s n eɪ k,ʦʰ ɿ ₂₂,s ɛ ʀ p ɑ̃,ʃ l a ŋ ə,t͡ʂʰ i ₂₂,f i ð i,f i ð i,h e b u m e,u l a j,n a h e k a,s ãː p,u l a r,s t͡l au ŋ k a,s ɛ r p e,ʨʰ ɚ̃ ₂₂,kʰ ɤ ₃₃,m e kː a r ɨ w ɔː j ə ɣ,h e,j ɛː m ə ŋ w ɔː j,w a χ t ə w oː j ə,ɲ o l ɨ,h e b i,h e b i,-,ɲ o l i,m i o,u r a r,s æ ɣʷ ə r w aː j ə ɣ,s a p,ʨʰ i w ₃₃,b i b i l a v a,ɲ o l i,p au,ʔ o l aː n,tˡˀ iː ʃ,u l õ,-,ɲ ɔː l ɨ ɣ,ʃ l ɑ ŋ ə,o χ t iː w aː j,k u ʨ i n a,s a p ɔ,b e r s o e cʰ,ɲ o l i,v ɔ̃ ʒ,k ɔ b r ɐ,s ɨ ɾ p ẽ t ɨ,ʃ a r p e,z mʲ ɪ j a,h e b i,-,n a g a m u ɴ,d i p u x,s e ɾ p j e n t e,ʊ r m,-,ɲ ɔ l u,s a m e a,q l h u r a n,-,f k o i,n i p a ʔ,t͡ʂʰ ɚ̃ ₃₃,j ɯ l a n,h e b i,m e ɣ χ a r w oː j ə,s ɑ̃ p,m œː ŋ k æː m,-,m œː ŋ k æː m,m œː ŋ k æː m,gʰ u l e,kʰ ɤ ₃₃
86,sleep,f l e,n ɨ b u r u r i,kʰ ə n ɛ l,kʰ ə n ɛ l,m o d o p,m a t s u r e,i n a,t u r o,s u ʈ ə b,k u s k ɛ t,s p a,d u ɾ m i,m a f u t i ʕ,-,s p aː t,s ɒ w ə,t͡ʂʰ ɚ̃ ₃₃,s l aː p ə,s l a p ə n,ŋ u ₄₂ t i ₄₂,s l iː p,ʦʰ i ₂₂,d o ʀ m i ʀ,ʃ l aː f n̩,n ɛ ₁₂,c i m u m e,c i m u m e̞,j o d o r u,m a t u r u g,m o e,s ɔː n aː,t i n d o k,s ɔː v a,d o r m i r e,w ɤ̃ ₄₂ t i ₄₂,ʦʰ a n ₃₃,a ɬ,n ei m u ʨː oi,o ɬ,a t,q o j i,n e r u,n e r u,-,q u j i,u i u i,-,-,d z o p ɳ e,m i ₅₅,m a t o r j,q u jː i,n i v,m i d uː n,ʔ a ɬ h o ʃ,m õ r õ,-,χ u j i,s oː ʋ ə,χ oː j,n e r u,s o,d u r s,q u j i,s p a ʨ,d u r m i r,d u ɾ m i ɾ,d o r m i,s p a tʲ,n e b u r u,o t,n i ɴ z u ɴ,b o e s,d o ɾ m i ɾ,s oː v a,o l,q u j,t o b a,m a l h u s,a ɬ,o e ŋ ʉ́ t ʉ,t i r o,ʐ a ₄₂ m a ₄₂,u j u,n e m u r u,a t,s o n ə,a l aː,-,a l aː,-,n o l o d o,ʦʰ ɛ ₃₃
86,red,k u c,h aː s a r i,k ɑ ɾ m i ɾ,k ɑ ɾ m i ɾ,e n s e g a k,v i v i s i k i,m a w aː,j u r a ŋ,l a l,r yː s,ʧ ɛ r v ɛ n,b ə ɾ m ɛ ʎ,k a h ŋ a ŋ,-,ʧ ɛ r v ɛ n iː,ʁ o ð,t͡ʂʰ ɚ ₄₄,r oː t,r o t,ʨʰ a ₄₄,r ɛ d,tʰ j æ ₅₅,ʀ u ʒ,r oː t,tʰ æ ₂₄,k o c i n o s,k o̞ c i n o̞ s,a k a kʲ a,m a r a r a,ʔ u l a,l aː l,m a n s a u,r øyː ð ʏ r,r o sː o,ʈʰ a ₅₅,ʦʰ a ₄₄,w e r t ə,ai k e,w u r t iː,w e r t ə,w ɨ r,a k ai,a k ai,-,œː r,l a l a l a l a,d a d a r a ʔ,-,t ã m b d ə,x o ŋ ₃₃,m é n a,w yi r,a k a,m e l aː k,ɬ i ʧ iː h,o j o,w u r t ə,w ɨ ɣ ɨ r,-,-,a k eː,n a l i,b e k e r k a r d,w yɨ r,ʧ ɛ r v ɔ n ɨ,v ə r m e ʎ u,v ɨ ɾ m ɐ j ʎ u,r o ʃ u,k r a s n ɨ j,a k ai,w u r t ə,ʔ a k a s a ɴ,b i r i e,r o x o,r øː d,w u r t iː,uː r q ɔ r,m e a n,m a q u l h a,w e r t ə,f ʉ h ŋ o e a,p u t i ʔ,tʰ a ₄₂,k ɯ z ɯ l,a k ai,w e r t ə,s ʊ ɾ χ,w e r t ə,-,w e r t ə,-,n o d e d i a,ʦʰ ɛ ₄₄
